time_step,datetime,soc
479,2024-01-20 22:00:00,1.05572809000084
480,2024-01-20 23:00:00,1.05572809000084
481,2024-01-21 00:00:00,1.05572809000084
482,2024-01-21 01:00:00,1.05572809000084
483,2024-01-21 02:00:00,1.05572809000084
484,2024-01-21 03:00:00,1.05572809000084
485,2024-01-21 04:00:00,1.05572809000084
486,2024-01-21 05:00:00,1.05572809000084
487,2024-01-21 06:00:00,1.05572809000084
488,2024-01-21 07:00:00,1.05572809000084
489,2024-01-21 08:00:00,1.05572809000084
490,2024-01-21 09:00:00,1.05572809000084
491,2024-01-21 10:00:00,1.05572809000084
492,2024-01-21 11:00:00,1.05572809000084
493,2024-01-21 12:00:00,1.05572809000084
494,2024-01-21 13:00:00,1.05572809000084
495,2024-01-21 14:00:00,1.05572809000084
496,2024-01-21 15:00:00,3.72677996249965
497,2024-01-21 16:00:00,3.72677996249965
498,2024-01-21 17:00:00,3.72677996249965
499,2024-01-21 18:00:00,3.72677996249965
500,2024-01-21 19:00:00,3.72677996249965
501,2024-01-21 20:00:00,3.72677996249965
502,2024-01-21 21:00:00,3.72677996249965
503,2024-01-21 22:00:00,1.05572809000084
504,2024-01-21 23:00:00,1.05572809000084
505,2024-01-22 00:00:00,1.05572809000084
506,2024-01-22 01:00:00,1.05572809000084
507,2024-01-22 02:00:00,1.05572809000084
508,2024-01-22 03:00:00,1.05572809000084
509,2024-01-22 04:00:00,1.05572809000084
510,2024-01-22 05:00:00,1.05572809000084
511,2024-01-22 06:00:00,1.05572809000084
512,2024-01-22 07:00:00,1.05572809000084
513,2024-01-22 08:00:00,1.05572809000084
514,2024-01-22 09:00:00,1.05572809000084
515,2024-01-22 10:00:00,1.05572809000084
516,2024-01-22 11:00:00,1.05572809000084
517,2024-01-22 12:00:00,1.05572809000084
518,2024-01-22 13:00:00,1.05572809000084
519,2024-01-22 14:00:00,1.05572809000084
520,2024-01-22 15:00:00,1.05572809000084
521,2024-01-22 16:00:00,1.05572809000084
522,2024-01-22 17:00:00,1.05572809000084
523,2024-01-22 18:00:00,1.05572809000084
524,2024-01-22 19:00:00,1.05572809000084
525,2024-01-22 20:00:00,1.05572809000084
526,2024-01-22 21:00:00,1.05572809000084
527,2024-01-22 22:00:00,1.05572809000084
528,2024-01-22 23:00:00,1.05572809000084
529,2024-01-23 00:00:00,1.05572809000084
530,2024-01-23 01:00:00,1.05572809000084
531,2024-01-23 02:00:00,1.05572809000084
532,2024-01-23 03:00:00,1.05572809000084
533,2024-01-23 04:00:00,1.05572809000084
534,2024-01-23 05:00:00,1.05572809000084
535,2024-01-23 06:00:00,1.05572809000084
536,2024-01-23 07:00:00,1.05572809000084
537,2024-01-23 08:00:00,1.05572809000084
538,2024-01-23 09:00:00,1.05572809000084
539,2024-01-23 10:00:00,1.05572809000084
540,2024-01-23 11:00:00,1.05572809000084
541,2024-01-23 12:00:00,1.05572809000084
542,2024-01-23 13:00:00,1.05572809000084
543,2024-01-23 14:00:00,1.05572809000084
544,2024-01-23 15:00:00,1.05572809000084
545,2024-01-23 16:00:00,1.05572809000084
546,2024-01-23 17:00:00,1.05572809000084
547,2024-01-23 18:00:00,1.05572809000084
548,2024-01-23 19:00:00,1.05572809000084
